UNI_ID,PUB_DOI,UNI_DAS,PUB_DAS,downloaded,MANUAL_DAS,DAS_TEXT,DAS_LOC,MANUAL_DAS_CAT,DASLINKS
301857,10.1111/joim.13691,No,NA,TRUE,,,,,
296969,10.1111/jvim.16707,No,NA,TRUE,,,,,
303207,10.1111/maps.14049,No,NA,TRUE,,,,,
276784,10.1111/medu.14912,No,NA,TRUE,,,,,
291487,10.1130/ges02528.1,No,NA,TRUE,,,,,
280077,10.1145/3572405,Yes,NA,TRUE,,,,,
300712,10.1002/dys.1743,Yes,NA,TRUE,,,,,
287922,10.1002/hsr2.995,Yes,NA,TRUE,,,,,
291832,10.3310/ivcn8847,Yes,NA,TRUE,,,,,
302693,10.1002/ejhf.2970,Yes,NA,TRUE,,,,,
306967,10.1002/ejhf.3046,Yes,NA,TRUE,,,,,
290064,10.1063/5.0131663,Yes,NA,TRUE,,,,,
294379,10.1111/coa.14050,Yes,NA,TRUE,,,,,
294776,10.1111/ene.15777,Yes,NA,TRUE,,,,,
297672,10.1111/gcb.16770,Yes,NA,TRUE,,,,,
309733,10.1111/jfb.15621,Yes,NA,TRUE,,,,,
293412,10.1364/ao.477186,Yes,NA,TRUE,,,,,
289545,10.1364/ao.477211,Yes,NA,TRUE,,,,,
290436,10.1364/oe.480881,Yes,NA,TRUE,,,,,
297384,10.1364/oe.485635,Yes,NA,TRUE,,,,,
311465,10.1364/oe.500512,Yes,NA,TRUE,,,,,
309413,10.1364/oe.506158,Yes,NA,TRUE,,,,,
288289,10.1364/ol.478976,Yes,NA,TRUE,,,,,
303512,10.1364/ol.490061,Yes,NA,TRUE,,,,,
306474,10.1364/ol.502203,Yes,NA,TRUE,,,,,
306483,10.1364/ol.504585,Yes,NA,TRUE,,,,,
306809,10.31389/jltc.199,Yes,NA,TRUE,,,,,
300579,10.1002/cncr.34842,Yes,NA,TRUE,,,,,
290398,10.1002/jcv2.12169,Yes,NA,TRUE,,,,,
291678,10.1002/mdc3.13687,Yes,NA,TRUE,,,,,
300711,10.1037/bul0000397,Yes,NA,TRUE,,,,,
291508,10.1037/pas0001181,Yes,NA,TRUE,,,,,
299559,10.1111/codi.16603,Yes,NA,TRUE,,,,,
268977,10.1111/eufm.12365,Yes,NA,TRUE,,,,,
263327,10.1192/bja.2022.3,Yes,NA,TRUE,,,,,
292144,10.1364/prj.480676,Yes,NA,TRUE,,,,,
285135,10.3390/en16031410,Yes,NA,TRUE,,,,,
291565,10.3390/en16052338,Yes,NA,TRUE,,,,,
294165,10.3390/en16052425,Yes,NA,TRUE,,,,,
297944,10.3390/nu15092134,Yes,NA,TRUE,,,,,
300815,10.3390/ph16060845,Yes,NA,TRUE,,,,,
306955,10.1017/jdm.2023.22,Yes,NA,TRUE,,,,,
307959,10.1017/nie.2023.23,Yes,NA,TRUE,,,,,
301964,10.1017/rdc.2023.53,Yes,NA,TRUE,,,,,
282872,10.1093/ndt/gfac305,Yes,NA,TRUE,,,,,
296718,10.1093/ndt/gfad112,Yes,NA,TRUE,,,,,
298557,10.1098/rsos.221255,Yes,NA,TRUE,,,,,
298283,10.21105/joss.04170,Yes,NA,TRUE,,,,,
291394,10.3390/app13031533,Yes,NA,TRUE,,,,,
285895,10.3390/app13031592,Yes,NA,TRUE,,,,,
307386,10.1155/2023/6551521,Yes,NA,TRUE,,,,,
295690,10.3390/life13040869,Yes,NA,TRUE,,,,,
298513,10.37016/mr-2020-115,Yes,NA,TRUE,,,,,
287844,10.1093/jamia/ocac242,Yes,NA,TRUE,,,,,
298331,10.1123/pes.2022-0144,Yes,NA,TRUE,,,,,
287727,10.1364/optica.468347,Yes,NA,TRUE,,,,,
303258,10.1364/optica.488853,Yes,NA,TRUE,,,,,
294686,10.1093/ageing/afad069,Yes,NA,TRUE,,,,,
290410,10.1093/ehjacc/zuad001,Yes,NA,TRUE,,,,,
289335,10.1093/eurjpc/zwad004,Yes,NA,TRUE,,,,,
308945,10.1093/eurpub/ckad174,Yes,NA,TRUE,,,,,
290156,10.1093/evolut/qpac045,Yes,NA,TRUE,,,,,
304376,10.1093/schbul/sbad127,Yes,NA,TRUE,,,,,
292507,10.23876/j.krcp.22.111,Yes,NA,TRUE,,,,,
290172,10.3390/ijerph20075278,Yes,NA,TRUE,,,,,
284406,10.1017/langcog.2022.35,Yes,NA,TRUE,,,,,
296432,10.1073/pnas.2208607120,Yes,NA,TRUE,,,,,
299214,10.1111/1471-0528.17568,Yes,NA,TRUE,,,,,
308414,10.1136/bmj-2022-073552,Yes,NA,TRUE,,,,,
313272,10.1136/bmj-2023-075445,Yes,NA,TRUE,,,,,
281144,10.1136/svn-2022-001583,Yes,NA,TRUE,,,,,
309477,10.3390/cancers15174405,Yes,NA,TRUE,,,,,
309758,10.3390/educsci13121189,Yes,NA,TRUE,,,,,
292807,10.1088/1361-6668/acbb34,Yes,NA,TRUE,,,,,
297749,10.1088/1402-4896/accd9d,Yes,NA,TRUE,,,,,
297915,10.1088/2515-7655/acc7c8,Yes,NA,TRUE,,,,,
309272,10.1088/2633-4356/ad0aa5,Yes,NA,TRUE,,,,,
301081,10.1088/2634-4386/acdf17,Yes,NA,TRUE,,,,,
305998,10.1088/2634-4386/acf609,Yes,NA,TRUE,,,,,
295540,10.1093/function/zqad011,Yes,NA,TRUE,,,,,
289615,10.34133/icomputing.0014,Yes,NA,TRUE,,,,,
299631,10.1016/j.cej.2023.143783,Yes,NA,TRUE,,,,,
301997,10.1016/j.cej.2023.144503,Yes,NA,TRUE,,,,,
294965,10.1016/j.dib.2023.109074,Yes,NA,TRUE,,,,,
301715,10.1016/j.dib.2023.109326,Yes,NA,TRUE,,,,,
288005,10.1016/j.est.2022.106283,Yes,NA,TRUE,,,,,
308246,10.1016/j.jag.2023.103525,Yes,NA,TRUE,,,,,
299593,10.1017/s0022215123000804,Yes,NA,TRUE,,,,,
286173,10.1093/eurheartj/ehac747,Yes,NA,TRUE,,,,,
288763,10.1093/eurheartj/ehac825,Yes,NA,TRUE,,,,,
310501,10.1136/bmjph-2023-000191,Yes,NA,TRUE,,,,,
301485,10.1177/26323524231186826,Yes,NA,TRUE,,,,,
296811,10.3389/fevo.2023.1130075,Yes,NA,TRUE,,,,,
295567,10.3389/fmed.2023.1087270,Yes,NA,TRUE,,,,,
295738,10.3389/fpls.2023.1088643,Yes,NA,TRUE,,,,,
300736,10.3389/ijph.2023.1605763,Yes,NA,TRUE,,,,,
272770,10.1007/s00125-022-05803-5,Yes,NA,TRUE,,,,,
296809,10.1007/s00401-023-02576-y,Yes,NA,TRUE,,,,,
308223,10.1007/s00401-023-02644-3,Yes,NA,TRUE,,,,,
289043,10.1007/s10661-022-10887-y,Yes,NA,TRUE,,,,,
292715,10.1007/s11121-023-01515-3,Yes,NA,TRUE,,,,,
304279,10.1007/s11897-023-00620-2,Yes,NA,TRUE,,,,,
284983,10.1007/s40894-022-00197-2,Yes,NA,TRUE,,,,,
306721,10.1016/j.cexr.2023.100034,Yes,NA,TRUE,,,,,
321597,10.1016/j.ijpe.2023.108844,Yes,NA,TRUE,,,,,
302982,10.2196/40602,No,FALSE,TRUE,,,,,
268997,10.3982/te4832,No,FALSE,TRUE,,,,,
286117,10.1002/crt2.57,No,FALSE,TRUE,,,,,
297146,10.1002/sd.2592,No,FALSE,TRUE,,,,,
273315,10.1145/3545112,No,FALSE,TRUE,,,,,
276544,10.1145/3554979,No,FALSE,TRUE,,,,,
281778,10.1145/3568953,No,FALSE,TRUE,,,,,
283797,10.1145/3572901,No,FALSE,TRUE,,,,,
287267,10.1145/3573012,No,FALSE,TRUE,,,,,
287845,10.1145/3578521,No,FALSE,TRUE,,,,,
281853,10.1145/3579478,No,FALSE,TRUE,,,,,
299539,10.1145/3591127,No,FALSE,TRUE,,,,,
296890,10.1145/3591133,No,FALSE,TRUE,,,,,
298257,10.1145/3600088,No,FALSE,TRUE,,,,,
311742,10.1145/3604266,No,FALSE,TRUE,,,,,
299238,10.1145/3604436,No,FALSE,TRUE,,,,,
304940,10.1145/3610923,No,FALSE,TRUE,,,,,
304036,10.1145/3614426,No,FALSE,TRUE,,,,,
320534,10.1145/3624569,No,FALSE,TRUE,,,,,
274925,10.1002/bse.3217,No,FALSE,TRUE,,,,,
306403,10.1002/bse.3230,No,FALSE,TRUE,,,,,
305584,10.1002/cbf.3847,No,FALSE,TRUE,,,,,
289433,10.1002/ejp.2080,No,FALSE,TRUE,,,,,
292206,10.1002/gps.5890,No,FALSE,TRUE,,,,,
284645,10.1002/gsj.1469,No,FALSE,TRUE,,,,,
311245,10.1002/jrs.6624,No,FALSE,TRUE,,,,,
300083,10.1002/mma.9457,No,FALSE,TRUE,,,,,
294781,10.1002/mp.16361,No,FALSE,TRUE,,,,,
275138,10.1002/mrc.5265,No,FALSE,TRUE,,,,,
311336,10.1002/puh2.115,No,FALSE,TRUE,,,,,
291304,10.1002/rcm.9489,No,FALSE,TRUE,,,,,
296145,10.1002/ana.26654,No,FALSE,TRUE,,,,,
318741,10.1002/art.42755,No,FALSE,TRUE,,,,,
303396,10.1002/berj.3899,No,FALSE,TRUE,,,,,
307616,10.1002/berj.3917,No,FALSE,TRUE,,,,,
281640,10.1002/ejhf.2699,No,FALSE,TRUE,,,,,
281641,10.1002/ejhf.2703,No,FALSE,TRUE,,,,,
281963,10.1002/ejhf.2708,No,FALSE,TRUE,,,,,
284110,10.1002/ejhf.2726,No,FALSE,TRUE,,,,,
285934,10.1002/ejhf.2736,No,FALSE,TRUE,,,,,
288735,10.1002/ejhf.2763,No,FALSE,TRUE,,,,,
289709,10.1002/ejhf.2777,No,FALSE,TRUE,,,,,
292616,10.1002/ejhf.2810,No,FALSE,TRUE,,,,,
293037,10.1002/ejhf.2818,No,FALSE,TRUE,,,,,
295160,10.1002/ejhf.2833,No,FALSE,TRUE,,,,,
296609,10.1002/ejhf.2856,No,FALSE,TRUE,,,,,
296447,10.1002/ejhf.2859,No,FALSE,TRUE,,,,,
296608,10.1002/ejhf.2864,No,FALSE,TRUE,,,,,
297089,10.1002/ejhf.2870,No,FALSE,TRUE,,,,,
297668,10.1002/ejhf.2874,No,FALSE,TRUE,,,,,
298806,10.1002/ejhf.2887,No,FALSE,TRUE,,,,,
298809,10.1002/ejhf.2909,No,FALSE,TRUE,,,,,
298808,10.1002/ejhf.2912,No,FALSE,TRUE,,,,,
299608,10.1002/ejhf.2915,No,FALSE,TRUE,,,,,
301775,10.1002/ejhf.2940,No,FALSE,TRUE,,,,,
301927,10.1002/ejhf.2944,No,FALSE,TRUE,,,,,
301926,10.1002/ejhf.2946,No,FALSE,TRUE,,,,,
301925,10.1002/ejhf.2952,No,FALSE,TRUE,,,,,
302692,10.1002/ejhf.2957,No,FALSE,TRUE,,,,,
301974,10.1002/ejhf.2965,No,FALSE,TRUE,,,,,
305623,10.1002/ejhf.2990,No,FALSE,TRUE,,,,,
305624,10.1002/ejhf.3001,No,FALSE,TRUE,,,,,
307595,10.1002/ejhf.3043,No,FALSE,TRUE,,,,,
308864,10.1002/ejhf.3077,No,FALSE,TRUE,,,,,
309059,10.1002/ejhf.3085,No,FALSE,TRUE,,,,,
285952,10.1002/mar.21767,No,FALSE,TRUE,,,,,
294470,10.1002/mrm.29654,No,FALSE,TRUE,,,,,
302697,10.1090/tran/9023,No,FALSE,TRUE,,,,,
286564,10.1111/add.16084,No,FALSE,TRUE,,,,,
289481,10.1111/ans.18289,No,FALSE,TRUE,,,,,
297300,10.1111/apm.13327,No,FALSE,TRUE,,,,,
284963,10.1111/avj.13218,No,FALSE,TRUE,,,,,
284442,10.1111/bjh.18516,No,FALSE,TRUE,,,,,
309444,10.1111/bjh.19220,No,FALSE,TRUE,,,,,
289723,10.1111/bju.15970,No,FALSE,TRUE,,,,,
305219,10.1111/bju.16128,No,FALSE,TRUE,,,,,
285110,10.1111/cob.12570,No,FALSE,TRUE,,,,,
286760,10.1111/dar.13582,No,FALSE,TRUE,,,,,
280902,10.1111/dme.14959,No,FALSE,TRUE,,,,,
287307,10.1111/dme.15024,No,FALSE,TRUE,,,,,
281493,10.1111/dom.14879,No,FALSE,TRUE,,,,,
291520,10.1111/epi.17531,No,FALSE,TRUE,,,,,
294342,10.1111/epi.17573,No,FALSE,TRUE,,,,,
315370,10.1111/epi.17850,No,FALSE,TRUE,,,,,
295990,10.1111/eve.13808,No,FALSE,TRUE,,,,,
292326,10.1111/gto.12425,No,FALSE,TRUE,,,,,
303509,10.1111/jeu.12994,No,FALSE,TRUE,,,,,
286137,10.1111/jfb.15282,No,FALSE,TRUE,,,,,
300114,10.1111/jfb.15458,No,FALSE,TRUE,,,,,
302604,10.1111/jfb.15493,No,FALSE,TRUE,,,,,
266758,10.1111/joa.13652,No,FALSE,TRUE,,,,,
315665,10.1111/lit.12360,No,FALSE,TRUE,,,,,
281104,10.1111/mam.12308,No,FALSE,TRUE,,,,,
286092,10.1111/mec.16778,No,FALSE,TRUE,,,,,
293461,10.1111/nph.18833,No,FALSE,TRUE,,,,,
316196,10.1111/rec.13970,No,FALSE,TRUE,,,,,
292455,10.1111/tct.13568,No,FALSE,TRUE,,,,,
296713,10.1111/tct.13578,No,FALSE,TRUE,,,,,
295760,10.1111/vop.13085,No,FALSE,TRUE,,,,,
284958,10.1111/vsu.13913,No,FALSE,TRUE,,,,,
291543,10.1002/oa.3200,Yes,FALSE,TRUE,,,,,
308711,10.1002/vro2.75,Yes,FALSE,TRUE,,,,,
279998,10.1145/3563693,Yes,FALSE,TRUE,,,,,
292945,10.1002/ecm.1569,Yes,FALSE,TRUE,,,,,
299695,10.1002/edn3.343,Yes,FALSE,TRUE,,,,,
296728,10.1002/esp.5608,Yes,FALSE,TRUE,,,,,
293341,10.1002/jid.3762,Yes,FALSE,TRUE,,,,,
291205,10.1002/nag.3503,Yes,FALSE,TRUE,,,,,
294521,10.1002/ski2.229,Yes,FALSE,TRUE,,,,,
316996,10.3310/ykur3660,Yes,FALSE,TRUE,,,,,
307841,10.3310/ywxq8757,Yes,FALSE,TRUE,,,,,
284724,10.1002/berj.3840,Yes,FALSE,TRUE,,,,,
300127,10.1002/dmrr.3677,Yes,FALSE,TRUE,,,,,
285099,10.1002/ece3.9654,Yes,FALSE,TRUE,,,,,
288383,10.1002/ece3.9963,Yes,FALSE,TRUE,,,,,
316199,10.1002/ecs2.4654,Yes,FALSE,TRUE,,,,,
296607,10.1002/ejhf.2851,Yes,FALSE,TRUE,,,,,
298807,10.1002/ejhf.2886,Yes,FALSE,TRUE,,,,,
305521,10.1002/ejhf.3000,Yes,FALSE,TRUE,,,,,
303164,10.1002/hyp.14934,Yes,FALSE,TRUE,,,,,
289298,10.1002/ijc.34403,Yes,FALSE,TRUE,,,,,
291645,10.1002/ijc.34444,Yes,FALSE,TRUE,,,,,
281938,10.1002/jmv.28178,Yes,FALSE,TRUE,,,,,
293967,10.1002/jmv.28354,Yes,FALSE,TRUE,,,,,
275730,10.1002/vetr.2083,Yes,FALSE,TRUE,,,,,
302754,10.1063/5.0155675,Yes,FALSE,TRUE,,,,,
289284,10.1111/add.16125,Yes,FALSE,TRUE,,,,,
292175,10.1111/add.16176,Yes,FALSE,TRUE,,,,,
286628,10.1111/bjh.18560,Yes,FALSE,TRUE,,,,,
293923,10.1111/cen.14897,Yes,FALSE,TRUE,,,,,
282871,10.1111/coa.13992,Yes,FALSE,TRUE,,,,,
279694,10.1111/dar.13562,Yes,FALSE,TRUE,,,,,
286822,10.1111/dme.15010,Yes,FALSE,TRUE,,,,,
294545,10.1111/dom.15053,Yes,FALSE,TRUE,,,,,
312372,10.1111/dom.15232,Yes,FALSE,TRUE,,,,,
306720,10.1111/eff.12755,Yes,FALSE,TRUE,,,,,
263547,10.1111/eje.12775,Yes,FALSE,TRUE,,,,,
290121,10.1111/eje.12908,Yes,FALSE,TRUE,,,,,
290102,10.1111/ejn.15908,Yes,FALSE,TRUE,,,,,
286533,10.1111/ene.15629,Yes,FALSE,TRUE,,,,,
275633,10.1111/evj.13863,Yes,FALSE,TRUE,,,,,
279567,10.1111/evj.13875,Yes,FALSE,TRUE,,,,,
289639,10.1111/evj.13922,Yes,FALSE,TRUE,,,,,
304439,10.1111/evj.13987,Yes,FALSE,TRUE,,,,,
305813,10.1111/evj.14002,Yes,FALSE,TRUE,,,,,
297834,10.1111/exd.14824,Yes,FALSE,TRUE,,,,,
281215,10.1111/gcb.16451,Yes,FALSE,TRUE,,,,,
294984,10.1111/gcb.16692,Yes,FALSE,TRUE,,,,,
308714,10.1111/gcb.16966,Yes,FALSE,TRUE,,,,,
298558,10.1111/ggr.12502,Yes,FALSE,TRUE,,,,,
296824,10.1111/hex.13722,Yes,FALSE,TRUE,,,,,
275000,10.1111/isj.12400,Yes,FALSE,TRUE,,,,,
295800,10.1111/jan.15662,Yes,FALSE,TRUE,,,,,
294048,10.1111/jdv.18999,Yes,FALSE,TRUE,,,,,
273934,10.1111/jep.13716,Yes,FALSE,TRUE,,,,,
264505,10.1111/jfb.15005,Yes,FALSE,TRUE,,,,,
288968,10.1111/jns.12529,Yes,FALSE,TRUE,,,,,
290207,10.1111/jns.12532,Yes,FALSE,TRUE,,,,,
294339,10.1111/mec.16916,Yes,FALSE,TRUE,,,,,
302240,10.1111/mec.17064,Yes,FALSE,TRUE,,,,,
315839,10.1111/mec.17177,Yes,FALSE,TRUE,,,,,
268419,10.1111/odi.14196,Yes,FALSE,TRUE,,,,,
275448,10.1111/zph.12989,Yes,FALSE,TRUE,,,,,
306162,10.1116/5.0157714,Yes,FALSE,TRUE,,,,,
293889,10.1002/acr2.11537,Yes,FALSE,TRUE,,,,,
285113,10.1002/ece3.10702,Yes,FALSE,TRUE,,,,,
282462,10.1002/glia.24290,Yes,FALSE,TRUE,,,,,
294252,10.1002/glia.24363,Yes,FALSE,TRUE,,,,,
288548,10.1002/ijgo.14626,Yes,FALSE,TRUE,,,,,
288212,10.1002/pan3.10422,Yes,FALSE,TRUE,,,,,
299971,10.1039/d3cc01685d,Yes,FALSE,TRUE,,,,,
305854,10.1039/d3cp03028h,Yes,FALSE,TRUE,,,,,
304028,10.1039/d3ee00633f,Yes,FALSE,TRUE,,,,,
309336,10.1039/d3en00565h,Yes,FALSE,TRUE,,,,,
307786,10.1039/d3lc00584d,Yes,FALSE,TRUE,,,,,
305700,10.1039/d3mh01060k,Yes,FALSE,TRUE,,,,,
305523,10.1039/d3re00354j,Yes,FALSE,TRUE,,,,,
306016,10.1039/d3se00652b,Yes,FALSE,TRUE,,,,,
288747,10.1042/cs20220609,Yes,FALSE,TRUE,,,,,
315530,10.1049/csy2.12103,Yes,FALSE,TRUE,,,,,
305884,10.1049/rsn2.12474,Yes,FALSE,TRUE,,,,,
320296,10.1049/stg2.12152,Yes,FALSE,TRUE,,,,,
288265,10.1111/acel.13822,Yes,FALSE,TRUE,,,,,
286014,10.1111/ajps.12765,Yes,FALSE,TRUE,,,,,
301274,10.1111/bjdp.12456,Yes,FALSE,TRUE,,,,,
282086,10.1111/bjhp.12625,Yes,FALSE,TRUE,,,,,
296835,10.1111/bjhp.12666,Yes,FALSE,TRUE,,,,,
282245,10.1111/cdoe.12805,Yes,FALSE,TRUE,,,,,
304562,10.1111/chso.12788,Yes,FALSE,TRUE,,,,,
277153,10.1111/codi.16296,Yes,FALSE,TRUE,,,,,
302809,10.1111/codi.16667,Yes,FALSE,TRUE,,,,,
304433,10.1111/codi.16716,Yes,FALSE,TRUE,,,,,
281282,10.1111/dmcn.15401,Yes,FALSE,TRUE,,,,,
309362,10.1111/ejed.12580,Yes,FALSE,TRUE,,,,,
270349,10.1111/eufm.12369,Yes,FALSE,TRUE,,,,,
316980,10.1111/jcmm.17951,Yes,FALSE,TRUE,,,,,
276671,10.1111/jocn.16484,Yes,FALSE,TRUE,,,,,
312443,10.1111/joim.13724,Yes,FALSE,TRUE,,,,,
278442,10.1111/kykl.12319,Yes,FALSE,TRUE,,,,,
285011,10.1111/maps.13934,Yes,FALSE,TRUE,,,,,
306847,10.2196/33810,No,TRUE,TRUE,,,,,
307577,10.1063/5.0169339,No,TRUE,TRUE,,,,,
315864,10.1159/000532004,No,TRUE,TRUE,,,,,
308855,10.1111/maps.14099,No,TRUE,TRUE,,,,,
302792,10.1088/1361-6668/ace3fb,No,TRUE,TRUE,,,,,
322357,10.48550/arxiv.2309.14055,No,TRUE,TRUE,,,,,
315120,10.1371/journal.pntd.0011803,No,TRUE,TRUE,,,,,
305625,10.1371/journal.ppat.1011159,No,TRUE,TRUE,,,,,
307894,10.1016/j.envsoft.2023.105850,No,TRUE,TRUE,,,,,
296339,10.1002/dep2.230,No,TRUE,TRUE,,,,,
290289,10.1111/jir.13014,No,TRUE,TRUE,,,,,
308879,10.1098/rsob.230171,No,TRUE,TRUE,,,,,
295911,10.1093/ehjcr/ytad158,No,TRUE,TRUE,,,,,
285283,10.1002/anie.202214203,No,TRUE,TRUE,,,,,
316869,10.1002/anie.202315850,No,TRUE,TRUE,,,,,
280142,10.1002/marc.202200709,No,TRUE,TRUE,,,,,
315366,10.1038/s41467-023-42320-4,No,TRUE,TRUE,,,,,
310132,10.1038/s41550-023-02137-z,No,TRUE,TRUE,,,,,
307626,10.1038/s41598-023-43221-8,No,TRUE,TRUE,,,,,
310147,10.1038/s41598-023-48795-x,No,TRUE,TRUE,,,,,
311298,10.1038/s41598-023-49522-2,No,TRUE,TRUE,,,,,
305231,10.1186/s12884-023-05773-5,No,TRUE,TRUE,,,,,
309637,10.1186/s12889-023-17219-w,No,TRUE,TRUE,,,,,
315156,10.1186/s13046-023-02851-6,No,TRUE,TRUE,,,,,
307346,10.1186/s13071-023-05831-z,No,TRUE,TRUE,,,,,
315211,10.3389/fimmu.2023.1274060,No,TRUE,TRUE,,,,,
309440,10.1136/heartjnl-2023-323437,No,TRUE,TRUE,,,,,
295868,10.1080/03003930.2023.2190586,No,TRUE,TRUE,,,,,
294372,10.1007/s10468-021-10090-6,No,TRUE,TRUE,,,,,
295038,10.3390/en16176172,No,TRUE,TRUE,,,,,
305544,10.1016/j.renene.2023.119241,No,TRUE,TRUE,,,,,
